下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0003,s000087,1,"[[58000.0, 3000.0], [58011.9, 2998.4], [58036.8, 2995.1], [58061.7, 2991.9], [58104.8, 2986.6], [58146.9, 2981.5], [58163.5, 2979.5], [58180.1, 2977.7], [58189.2, 2976.8], [58198.3, 2976.0], [58209.9, 2975.0], [58228.5, 2973.5], [58247.2, 2972.4], [58262.3, 2971.9], [58277.4, 2971.5], [58302.6, 2971.0], [58315.1, 2970.8], [58327.6, 2970.9], [58340.8, 2971.2], [58360.0, 2971.8], [58379.2, 2972.5], [58398.7, 2973.7], [58418.3, 2974.9], [58446.3, 2976.6], [58461.1, 2977.7], [58475.8, 2979.0], [58490.3, 2980.5], [58504.7, 2982.1], [58520.8, 2984.0], [58536.9, 2985.9], [58554.6, 2987.9], [58563.4, 2988.9], [58572.1, 2989.9], [58587.8, 2991.9], [58602.3, 2988.1], [58604.7, 2988.4], [58606.9, 2988.6], [58608.8, 2988.8], [58610.6, 2989.0], [58614.0, 2989.4], [58617.2, 2989.7], [58621.3, 2990.1], [58625.7, 2990.6], [58630.2, 2991.0], [58634.9, 2991.5], [58654.1, 2993.5], [58657.2, 2993.9], [58666.1, 2994.9], [58677.9, 2996.5], [58695.3, 2999.0], [58704.1, 3000.3], [58713.1, 3001.5], [58728.5, 3003.5], [58744.0, 3005.3], [58751.6, 3006.1], [58758.9, 3006.9], [58766.0, 3007.7], [58772.8, 3008.4], [58769.8, 3019.1], [58766.9, 3029.7], [58761.0, 3050.5], [58754.4, 3072.9], [58747.3, 3095.4], [58740.4, 3116.7], [58737.0, 3127.3], [58733.7, 3137.8], [58731.3, 3145.8], [58728.8, 3153.8], [58726.4, 3162.1], [58723.8, 3170.7], [58700.4, 3174.7], [58693.8, 3171.1], [58687.2, 3167.2], [58680.5, 3163.0], [58674.0, 3158.8], [58665.3, 3153.1], [58656.6, 3147.4], [58645.1, 3140.5], [58633.4, 3133.8], [58621.6, 3127.4], [58609.9, 3121.1], [58593.8, 3125.9], [58577.8, 3120.4], [58571.6, 3118.4], [58565.3, 3116.3], [58559.0, 3114.3], [58552.6, 3112.6], [58545.5, 3111.2], [58538.3, 3110.2], [58536.7, 3110.1], [58533.6, 3110.0], [58530.6, 3109.8], [58529.4, 3109.7], [58526.5, 3109.5], [58524.2, 3109.5], [58521.8, 3109.6], [58519.5, 3109.9], [58517.2, 3110.4], [58514.3, 3111.3], [58511.7, 3112.6], [58510.0, 3113.6], [58508.5, 3114.7], [58505.7, 3117.3], [58503.6, 3120.0], [58501.9, 3122.9], [58500.3, 3126.3], [58499.2, 3130.0], [58498.4, 3133.3], [58497.7, 3136.6], [58497.2, 3139.8], [58496.7, 3142.8], [58488.3, 3140.7], [58479.5, 3138.5], [58470.4, 3136.3], [58461.4, 3134.1], [58451.3, 3131.6], [58448.0, 3130.8], [58434.7, 3127.7], [58419.6, 3124.3], [58412.1, 3122.7], [58404.5, 3121.2], [58391.6, 3119.1], [58378.8, 3117.1], [58369.1, 3115.6], [58364.2, 3114.9], [58359.3, 3114.4], [58350.7, 3113.7], [58342.2, 3113.3], [58333.8, 3113.1], [58325.4, 3113.1], [58318.2, 3113.2], [58310.9, 3113.4], [58309.8, 3113.4], [58306.7, 3113.7], [58303.6, 3114.1], [58297.4, 3115.2], [58285.7, 3117.3], [58274.0, 3119.2], [58248.1, 3123.7], [58234.7, 3126.0], [58223.8, 3127.9], [58213.0, 3129.6], [58198.8, 3131.5], [58185.1, 3133.2], [58171.5, 3134.6], [58159.4, 3135.7], [58147.3, 3136.7], [58121.0, 3139.3], [58105.2, 3140.5], [58089.3, 3141.4], [58074.3, 3142.1], [58059.3, 3142.7], [58044.0, 3143.6], [58028.4, 3144.4], [58016.6, 3144.8], [58004.8, 3145.1], [57999.0, 3145.2], [57993.3, 3145.2], [57987.8, 3145.3], [57982.6, 3145.4], [57961.0, 3005.6], [57986.4, 3002.0], [58000.0, 3000.0]]","0, 180",M0003
L0003,s000088,1,"[[60000.0, 1000.0], [59985.4, 1000.2], [59970.9, 1000.3], [59952.3, 1000.2], [59933.7, 999.7], [59916.0, 998.9], [59898.3, 997.9], [59883.5, 997.0], [59868.8, 995.8], [59854.5, 994.2], [59840.2, 992.4], [59821.8, 989.8], [59803.4, 986.9], [59780.1, 983.1], [59756.7, 978.9], [59737.1, 975.2], [59717.6, 971.3], [59712.4, 970.2], [59695.0, 966.6], [59672.3, 961.6], [59649.5, 956.3], [59638.1, 953.6], [59626.8, 950.8], [59615.6, 948.1], [59604.6, 945.3], [59594.0, 942.7], [59583.7, 940.1], [59573.8, 937.6], [59568.9, 936.4], [59563.8, 935.1], [59558.4, 933.8], [59552.7, 932.3], [59546.7, 930.8], [59540.1, 929.2], [59542.2, 922.5], [59544.1, 916.1], [59546.0, 910.0], [59547.8, 904.1], [59551.4, 892.6], [59554.9, 881.2], [59557.9, 871.6], [59560.9, 861.7], [59567.1, 841.6], [59570.1, 831.7], [59573.2, 821.9], [59576.1, 812.4], [59578.9, 803.3], [59580.5, 803.7], [59581.9, 804.0], [59583.2, 804.3], [59584.3, 804.5], [59586.3, 804.9], [59588.1, 805.3], [59591.5, 805.9], [59595.2, 806.5], [59599.2, 807.2], [59603.4, 807.8], [59612.2, 809.1], [59621.1, 810.4], [59624.0, 810.8], [59630.7, 811.7], [59640.1, 813.0], [59649.2, 814.2], [59658.4, 815.3], [59670.1, 816.6], [59678.5, 817.4], [59681.9, 817.8], [59698.0, 819.5], [59714.0, 820.8], [59724.5, 821.5], [59735.0, 821.9], [59755.9, 822.7], [59773.9, 823.4], [59792.0, 824.1], [59807.0, 824.3], [59822.0, 824.3], [59840.3, 824.1], [59858.5, 823.6], [59872.4, 823.0], [59886.2, 822.2], [59909.0, 820.7], [59913.5, 820.4], [59931.7, 818.9], [59950.2, 817.0], [59969.0, 815.0], [59979.8, 813.8], [59990.5, 812.6], [60001.1, 811.5], [60006.2, 810.9], [60011.3, 810.4], [60016.8, 809.8], [60022.5, 809.1], [60025.4, 808.8], [60028.5, 808.5], [60031.8, 808.1], [60035.2, 807.7], [60037.9, 815.7], [60036.6, 820.9], [60035.2, 826.3], [60033.9, 831.8], [60032.7, 837.3], [60031.2, 845.8], [60029.9, 854.3], [60029.2, 860.6], [60028.7, 866.9], [60028.7, 872.3], [60029.0, 877.8], [60029.5, 883.8], [60030.4, 889.8], [60031.3, 893.4], [60032.3, 896.9], [60033.6, 900.3], [60035.2, 903.6], [60036.8, 906.4], [60038.7, 909.1], [60040.6, 911.6], [60042.7, 914.1], [60048.2, 919.9], [60054.1, 925.1], [60060.4, 929.9], [60067.1, 934.3], [60076.3, 940.0], [60085.6, 945.5], [60107.0, 958.5], [60116.8, 964.8], [60126.4, 971.0], [60133.4, 975.5], [60137.0, 977.9], [60140.8, 980.4], [60140.7, 993.3], [60136.7, 993.5], [60132.9, 993.7], [60129.3, 993.9], [60125.8, 994.1], [60119.2, 994.4], [60112.7, 994.8], [60107.0, 995.1], [60101.1, 995.4], [60089.0, 996.2], [60076.8, 996.9], [60064.5, 997.7], [60043.7, 998.7], [60023.1, 999.4], [60000.0, 1000.0]]","0, 180",M0003
L0003,s000089,1,"[[60000.0, 2000.0], [59896.7, 1924.2], [59896.8, 1911.3], [60009.3, 1850.5], [60026.9, 1841.0], [60030.6, 1845.5], [60034.0, 1849.7], [60035.9, 1851.9], [60037.9, 1853.9], [60040.1, 1855.9], [60042.3, 1857.7], [60047.1, 1861.2], [60052.2, 1864.5], [60055.7, 1866.5], [60059.3, 1868.3], [60062.4, 1869.6], [60065.6, 1870.8], [60064.6, 1872.5], [60063.6, 1874.1], [60061.8, 1877.0], [60059.1, 1881.9], [60056.4, 1887.2], [60054.5, 1891.3], [60052.9, 1895.5], [60052.0, 1897.9], [60051.3, 1900.3], [60050.8, 1903.0], [60050.4, 1905.7], [60050.0, 1911.1], [60049.9, 1914.9], [60049.9, 1918.7], [60050.1, 1922.0], [60050.4, 1925.3], [60050.7, 1929.3], [60051.2, 1933.3], [60051.8, 1936.5], [60052.7, 1939.7], [60054.8, 1946.1], [60057.2, 1952.2], [60059.1, 1956.4], [60060.2, 1958.6], [60061.3, 1960.9], [60057.4, 1963.7], [60053.5, 1966.5], [60049.3, 1969.7], [60045.1, 1973.1], [60041.2, 1976.9], [60037.6, 1980.9], [60033.9, 1985.3], [60031.5, 1988.5], [60029.2, 1991.8], [60027.8, 1994.3], [60026.5, 1996.8], [60025.2, 1999.5], [60024.0, 2002.2], [60022.8, 2005.4], [60022.1, 2007.6], [60020.4, 2008.4], [60018.9, 2009.4], [60017.4, 2010.7], [60016.1, 2011.9], [60000.0, 2000.0]]","0, 180",M0003
L0003,s000090,1,"[[60000.0, 3000.0], [60165.0, 3000.1], [60196.6, 3000.1], [60204.9, 3041.7], [60222.4, 3041.7], [60227.4, 3041.6], [60234.0, 3041.5], [60241.0, 3041.4], [60248.2, 3041.2], [60255.6, 3041.1], [60256.7, 3041.0], [60263.0, 3040.8], [60270.2, 3040.6], [60277.0, 3040.4], [60280.3, 3040.3], [60283.4, 3040.2], [60307.0, 3023.9], [60310.9, 3023.6], [60314.6, 3023.3], [60321.7, 3022.8], [60328.6, 3022.2], [60335.3, 3021.7], [60345.1, 3021.0], [60355.0, 3020.3], [60375.2, 3018.8], [60395.0, 3017.5], [60414.7, 3016.2], [60441.3, 3014.4], [60461.6, 3013.2], [60481.9, 3012.0], [60498.3, 3011.0], [60514.8, 3010.1], [60533.9, 3009.3], [60553.0, 3008.9], [60586.2, 3008.9], [60599.7, 3008.8], [60613.3, 3008.9], [60623.1, 3009.2], [60632.9, 3009.6], [60642.6, 3010.1], [60652.1, 3010.7], [60659.1, 3011.1], [60666.2, 3011.5], [60673.5, 3012.0], [60681.2, 3012.4], [60681.3, 3016.3], [60681.4, 3020.4], [60681.6, 3024.8], [60681.6, 3027.4], [60681.7, 3029.3], [60682.0, 3038.5], [60682.2, 3042.5], [60682.4, 3047.8], [60682.8, 3056.6], [60683.5, 3065.3], [60684.4, 3073.6], [60685.7, 3082.0], [60687.1, 3089.1], [60688.0, 3092.6], [60689.0, 3096.0], [60690.5, 3100.2], [60692.4, 3104.2], [60694.4, 3107.7], [60696.6, 3111.1], [60698.6, 3113.9], [60700.7, 3116.7], [60703.2, 3119.3], [60705.8, 3121.8], [60703.7, 3127.5], [60701.5, 3133.6], [60699.2, 3139.9], [60696.8, 3146.3], [60692.1, 3159.6], [60687.4, 3172.9], [60684.7, 3180.6], [60682.2, 3188.3], [60677.3, 3203.5], [60673.6, 3215.9], [60670.0, 3228.3], [60664.0, 3249.3], [60661.2, 3259.4], [60658.7, 3269.4], [60657.0, 3276.7], [60656.2, 3280.4], [60655.3, 3284.4], [60631.4, 3284.6], [60623.0, 3282.3], [60614.3, 3279.8], [60596.5, 3275.0], [60582.3, 3271.1], [60568.1, 3267.4], [60559.0, 3265.2], [60549.9, 3263.2], [60538.5, 3261.1], [60532.8, 3260.2], [60526.9, 3259.3], [60518.1, 3258.2], [60509.4, 3257.2], [60505.2, 3256.7], [60501.0, 3256.2], [60497.1, 3255.8], [60493.3, 3255.3], [60490.6, 3255.0], [60487.7, 3254.6], [60486.1, 3254.3], [60484.4, 3254.1], [60482.5, 3253.8], [60480.4, 3253.5], [60476.6, 3265.0], [60473.8, 3264.6], [60471.1, 3264.1], [60468.7, 3263.7], [60466.3, 3263.2], [60461.9, 3262.5], [60457.7, 3261.7], [60453.2, 3261.0], [60448.7, 3260.2], [60439.2, 3258.6], [60429.4, 3256.9], [60419.7, 3255.1], [60405.3, 3252.3], [60391.1, 3249.5], [60362.5, 3244.1], [60333.2, 3238.9], [60318.6, 3236.4], [60303.9, 3234.2], [60289.8, 3232.3], [60275.8, 3230.8], [60265.5, 3229.9], [60260.3, 3229.7], [60255.1, 3229.6], [60250.3, 3229.6], [60245.5, 3229.8], [60235.9, 3230.3], [60224.1, 3230.9], [60212.3, 3231.7], [60203.9, 3232.4], [60195.5, 3233.3], [60178.7, 3235.1], [60160.8, 3236.9], [60142.9, 3238.7], [60120.0, 3241.3], [60097.0, 3244.0], [60076.4, 3246.2], [60055.7, 3248.4], [60028.8, 3251.2], [60015.4, 3252.4], [60001.9, 3253.5], [59983.0, 3254.5], [59964.3, 3255.1], [59947.8, 3255.5], [59939.5, 3255.6], [59931.0, 3255.8], [59930.2, 3056.6], [59930.0, 3000.0], [60000.0, 3000.0]]","0, 180",M0003
L0003,s000091,1,"[[62000.0, 1000.0], [62005.0, 999.9], [62009.9, 999.6], [62017.4, 998.9], [62024.9, 998.0], [62037.0, 996.5], [62049.0, 994.7], [62060.8, 992.9], [62072.7, 990.9], [62080.6, 989.6], [62088.5, 988.2], [62103.2, 985.3], [62119.2, 982.3], [62135.3, 979.5], [62149.9, 976.9], [62157.2, 975.7], [62164.5, 974.6], [62177.0, 973.1], [62189.6, 971.8], [62197.9, 971.0], [62206.1, 970.2], [62214.2, 969.4], [62221.9, 968.6], [62223.5, 981.5], [62220.1, 983.5], [62216.4, 985.6], [62209.1, 990.0], [62204.0, 993.4], [62199.1, 996.9], [62194.3, 1000.7], [62189.7, 1004.8], [62185.8, 1008.9], [62182.2, 1013.3], [62180.3, 1016.0], [62178.5, 1018.9], [62175.4, 1025.0], [62173.5, 1029.2], [62171.9, 1033.5], [62170.3, 1038.6], [62169.1, 1043.8], [62168.4, 1048.2], [62167.9, 1052.7], [62167.8, 1055.8], [62167.8, 1056.8], [62167.9, 1060.9], [62168.2, 1065.0], [62168.6, 1069.1], [62169.2, 1073.3], [62170.0, 1077.6], [62171.0, 1081.9], [62172.2, 1086.1], [62172.9, 1089.0], [62173.7, 1092.1], [62172.5, 1100.5], [62159.0, 1101.9], [62145.5, 1103.2], [62131.9, 1104.3], [62118.3, 1105.3], [62095.1, 1107.3], [62058.5, 1110.3], [62024.3, 1112.9], [61999.7, 1114.7], [61988.7, 1115.7], [61977.8, 1116.9], [61955.9, 1119.2], [61942.6, 1120.5], [61929.2, 1121.6], [61907.3, 1123.2], [61893.1, 1124.2], [61879.0, 1125.1], [61861.2, 1125.8], [61843.5, 1126.4], [61829.7, 1127.1], [61815.9, 1127.6], [61798.0, 1128.0], [61780.1, 1128.1], [61760.2, 1128.2], [61740.2, 1128.3], [61718.5, 1128.4], [61690.2, 1128.4], [61683.0, 1128.3], [61675.5, 1128.2], [61671.6, 1128.2], [61667.5, 1128.1], [61667.7, 1126.1], [61667.8, 1124.3], [61667.8, 1122.7], [61667.9, 1121.3], [61668.1, 1118.6], [61668.2, 1116.0], [61668.4, 1112.4], [61668.5, 1108.5], [61668.7, 1104.5], [61668.9, 1100.3], [61669.2, 1091.7], [61669.6, 1083.0], [61670.1, 1074.0], [61670.6, 1065.1], [61671.2, 1056.3], [61671.8, 1047.4], [61672.3, 1039.5], [61674.0, 1015.4], [61674.5, 1007.6], [61675.0, 999.9], [61675.6, 992.5], [61676.0, 985.5], [61678.5, 985.5], [61681.1, 985.4], [61686.5, 985.2], [61692.2, 985.1], [61698.0, 985.1], [61704.1, 985.3], [61710.2, 985.5], [61718.9, 985.7], [61727.6, 985.7], [61745.1, 985.6], [61746.6, 985.6], [61763.9, 985.9], [61781.1, 986.5], [61798.4, 987.5], [61815.6, 988.6], [61840.5, 990.4], [61865.3, 992.4], [61891.7, 994.4], [61918.0, 996.3], [61937.5, 997.5], [61957.1, 998.6], [61970.7, 999.4], [61984.4, 1000.0], [61992.2, 1000.1], [62000.0, 1000.0]]","0, 180",M0003
L0003,s000092,1,"[[62000.0, 2000.0], [61988.0, 1999.5], [61976.0, 1998.7], [61957.4, 1997.5], [61938.8, 1996.1], [61922.1, 1994.6], [61905.3, 1993.0], [61889.1, 1991.1], [61873.0, 1989.1], [61856.6, 1986.8], [61840.3, 1984.2], [61823.0, 1981.0], [61805.7, 1977.4], [61788.4, 1973.7], [61771.2, 1969.9], [61744.8, 1964.0], [61718.5, 1958.1], [61713.8, 1957.0], [61698.5, 1953.4], [61678.6, 1948.6], [61665.8, 1945.4], [61647.3, 1940.9], [61628.9, 1936.4], [61619.6, 1934.1], [61610.1, 1931.9], [61600.5, 1929.7], [61590.6, 1927.4], [61580.4, 1925.1], [61575.4, 1923.9], [61570.5, 1922.8], [61565.7, 1921.7], [61561.1, 1920.6], [61556.8, 1919.5], [61552.9, 1918.5], [61550.6, 1917.9], [61548.1, 1917.2], [61546.7, 1916.8], [61545.1, 1916.4], [61543.4, 1915.8], [61541.4, 1915.3], [61542.5, 1910.3], [61543.7, 1905.2], [61544.9, 1899.8], [61546.2, 1894.2], [61547.5, 1888.5], [61548.8, 1882.6], [61551.5, 1870.3], [61554.3, 1857.7], [61557.1, 1844.9], [61559.8, 1831.9], [61562.5, 1819.1], [61564.4, 1809.1], [61566.4, 1799.3], [61568.2, 1789.9], [61569.9, 1780.8], [61570.8, 1776.0], [61571.8, 1771.1], [61572.3, 1768.5], [61572.8, 1765.7], [61573.4, 1762.8], [61574.0, 1759.7], [61575.7, 1760.1], [61577.2, 1760.3], [61578.4, 1760.6], [61579.5, 1760.8], [61581.4, 1761.1], [61583.0, 1761.4], [61586.9, 1762.0], [61591.2, 1762.7], [61595.8, 1763.4], [61600.8, 1764.1], [61606.0, 1764.8], [61611.4, 1765.5], [61618.7, 1766.4], [61622.1, 1766.8], [61629.6, 1767.8], [61637.0, 1768.6], [61644.1, 1769.4], [61651.1, 1770.2], [61665.0, 1771.5], [61673.1, 1772.2], [61678.9, 1772.7], [61692.3, 1773.6], [61705.8, 1774.6], [61734.8, 1776.6], [61749.7, 1777.1], [61764.7, 1777.2], [61791.9, 1777.1], [61817.2, 1776.5], [61842.5, 1775.6], [61857.0, 1774.8], [61871.6, 1774.0], [61885.1, 1772.9], [61898.5, 1771.6], [61909.0, 1770.4], [61911.3, 1770.1], [61924.1, 1768.4], [61949.6, 1764.8], [61968.6, 1761.9], [61987.7, 1758.9], [62008.9, 1755.2], [62019.5, 1753.2], [62029.8, 1751.3], [62030.6, 1752.9], [62031.3, 1754.4], [62032.6, 1757.1], [62035.0, 1761.9], [62037.7, 1766.7], [62039.5, 1769.3], [62041.5, 1771.6], [62043.7, 1773.7], [62046.0, 1775.6], [62048.1, 1777.3], [62050.2, 1778.9], [62053.7, 1781.0], [62057.3, 1782.8], [62066.5, 1787.4], [62072.2, 1789.9], [62077.9, 1792.4], [62083.7, 1794.9], [62089.4, 1797.5], [62096.2, 1800.3], [62103.1, 1803.2], [62110.2, 1806.3], [62117.2, 1809.7], [62121.3, 1811.7], [62125.3, 1813.8], [62129.3, 1816.2], [62133.3, 1818.7], [62138.6, 1822.5], [62143.8, 1826.5], [62148.8, 1830.9], [62153.5, 1835.6], [62158.6, 1841.2], [62163.2, 1847.0], [62166.5, 1851.6], [62169.4, 1856.5], [62171.5, 1860.8], [62173.4, 1865.3], [62175.6, 1871.0], [62176.6, 1873.8], [62177.5, 1876.7], [62178.4, 1880.9], [62179.2, 1885.0], [62180.1, 1890.4], [62180.7, 1895.8], [62180.9, 1900.3], [62180.9, 1904.7], [62180.8, 1909.5], [62180.5, 1914.3], [62180.0, 1919.4], [62179.5, 1924.2], [62178.8, 1929.0], [62177.8, 1933.9], [62176.7, 1938.8], [62174.7, 1945.0], [62172.4, 1951.0], [62170.7, 1954.7], [62168.8, 1958.4], [62167.2, 1961.0], [62165.6, 1963.6], [62162.0, 1968.7], [62158.6, 1973.7], [62155.0, 1978.5], [62151.5, 1982.9], [62147.8, 1987.0], [62144.6, 1990.5], [62141.3, 1994.0], [62140.3, 2004.0], [62136.0, 2004.0], [62131.7, 2003.9], [62123.7, 2003.9], [62116.0, 2003.8], [62108.4, 2003.7], [62097.1, 2003.5], [62085.5, 2003.2], [62062.1, 2002.4], [62039.5, 2001.5], [62017.0, 2000.6], [62000.0, 2000.0]]","0, 180",M0003
L0003,s000093,1,"[[62000.0, 3000.0], [62000.0, 3200.0], [61930.0, 3200.0], [61930.0, 3000.0], [62000.0, 3000.0]]","0, 180",M0003
L0003,s000094,1,"[[64000.0, 1000.0], [64000.0, 1140.0], [63930.0, 1140.0], [63930.0, 1000.0], [64000.0, 1000.0]]","0, 180",M0003
L0003,s000095,1,"[[64000.0, 2000.0], [63930.0, 2000.0], [63930.0, 1800.0], [64000.0, 1800.0], [64000.0, 2000.0]]","0, 180",M0003
L0003,s000096,1,"[[64000.0, 3000.0], [64000.0, 3140.0], [63930.0, 3140.0], [63930.0, 3000.0], [64000.0, 3000.0]]","0, 180",M0003
L0003,s000097,1,"[[66000.0, 1000.0], [66000.0, 1105.0], [65895.0, 1105.0], [65895.0, 1000.0], [66000.0, 1000.0]]","0, 180",M0003
L0003,s000098,1,"[[66000.0, 2000.0], [66082.5, 1992.1], [66117.2, 1988.5], [66152.1, 1984.5], [66187.0, 1980.0], [66221.7, 1975.0], [66256.2, 1969.2], [66290.6, 1962.9], [66325.0, 1956.1], [66359.2, 1948.9], [66435.2, 1932.3], [66435.2, 1779.3], [66435.2, 1777.3], [66435.2, 1739.3], [66435.2, 1737.3], [66435.2, 1639.2], [66359.2, 1622.7], [66325.0, 1615.5], [66290.6, 1608.7], [66256.2, 1602.4], [66221.7, 1596.6], [66187.0, 1591.6], [66152.1, 1587.1], [66117.1, 1583.1], [66082.5, 1579.5], [65999.4, 1571.6], [65996.9, 1579.6], [65996.7, 1580.5], [65994.3, 1586.7], [65991.5, 1592.8], [65988.4, 1598.8], [65984.9, 1604.8], [65981.1, 1610.5], [65977.0, 1616.3], [65972.7, 1621.9], [65968.0, 1627.4], [65963.2, 1632.8], [65958.2, 1638.1], [65947.6, 1648.3], [65924.9, 1667.5], [65912.9, 1677.8], [65901.5, 1688.3], [65895.7, 1694.1], [65890.3, 1700.0], [65885.0, 1706.4], [65880.0, 1713.1], [65875.1, 1720.8], [65870.7, 1728.9], [65866.8, 1737.8], [65863.2, 1749.9], [65861.9, 1756.3], [65861.0, 1762.6], [65860.4, 1768.8], [65860.2, 1775.0], [65860.2, 1777.3], [65860.2, 1779.3], [65860.2, 1781.7], [65860.7, 1791.9], [65862.1, 1802.2], [65864.5, 1812.5], [65868.0, 1822.9], [65872.6, 1832.9], [65877.9, 1842.3], [65882.5, 1848.8], [65887.4, 1854.9], [65892.4, 1860.6], [65897.6, 1866.0], [65908.1, 1876.1], [65929.7, 1895.2], [65940.3, 1904.7], [65950.2, 1914.1], [65959.3, 1923.7], [65967.4, 1933.5], [65972.9, 1941.9], [65978.2, 1951.3], [65980.6, 1955.9], [65983.1, 1960.7], [65987.8, 1970.9], [65992.2, 1981.1], [65996.7, 1991.9], [65997.0, 1992.6], [65997.5, 1993.7], [66000.0, 2000.0]]","0, 180",M0003
L0003,s000099,1,"[[66000.0, 3000.0], [66000.0, 2967.6], [65860.0, 2967.5], [65860.0, 2999.9], [66000.0, 3000.0]]","0, 180",M0003
L0003,s000100,1,"[[68000.0, 1000.0], [68000.0, 1002.0], [67999.9, 1016.2], [67999.8, 1031.8], [68000.0, 1047.3], [68000.5, 1062.4], [68001.3, 1077.4], [68002.3, 1093.0], [68002.9, 1103.4], [68003.7, 1114.6], [68004.7, 1125.6], [68005.9, 1137.3], [68007.4, 1148.8], [68009.1, 1160.2], [68010.5, 1169.2], [68012.2, 1178.1], [68014.1, 1187.1], [68016.7, 1197.6], [68019.5, 1207.8], [68023.0, 1219.7], [68037.9, 1220.4], [68044.7, 1220.8], [68050.7, 1221.1], [68061.2, 1221.7], [68071.5, 1222.6], [68081.9, 1223.7], [68091.2, 1224.9], [68100.4, 1226.5], [68109.6, 1228.6], [68114.0, 1229.8], [68118.4, 1231.1], [68127.1, 1234.2], [68135.3, 1237.9], [68140.5, 1240.9], [68145.6, 1244.2], [68150.4, 1247.9], [68154.9, 1251.8], [68162.9, 1260.8], [68165.7, 1264.8], [68168.3, 1269.3], [68170.6, 1273.9], [68172.7, 1278.7], [68176.5, 1288.7], [68177.0, 1290.1], [68177.1, 1290.5], [68180.4, 1300.4], [68186.9, 1299.3], [68191.3, 1298.5], [68193.8, 1298.1], [68223.7, 1292.4], [68253.5, 1286.2], [68283.0, 1280.0], [68295.9, 1277.5], [68308.7, 1275.3], [68321.7, 1273.2], [68334.4, 1271.6], [68360.1, 1269.6], [68371.6, 1269.6], [68383.2, 1269.9], [68394.9, 1270.6], [68406.6, 1271.6], [68430.2, 1274.5], [68454.0, 1278.0], [68502.0, 1285.5], [68523.6, 1288.1], [68544.8, 1290.4], [68566.3, 1292.4], [68587.7, 1294.1], [68640.1, 1297.9], [68641.0, 1286.2], [68641.0, 1285.0], [68641.9, 1276.0], [68643.0, 1267.0], [68644.5, 1258.0], [68646.1, 1249.1], [68650.1, 1231.2], [68660.6, 1195.4], [68666.2, 1177.5], [68671.8, 1159.2], [68676.8, 1140.7], [68681.0, 1121.8], [68683.3, 1105.7], [68684.8, 1089.7], [68685.7, 1073.7], [68686.2, 1057.7], [68686.4, 1026.1], [68686.4, 975.9], [68686.2, 944.3], [68685.7, 928.3], [68684.8, 912.3], [68683.3, 896.3], [68681.0, 880.2], [68676.8, 861.4], [68671.8, 842.8], [68666.2, 824.5], [68660.6, 806.7], [68650.1, 770.8], [68646.1, 753.0], [68644.5, 744.1], [68643.0, 735.0], [68641.9, 726.0], [68641.0, 717.0], [68641.0, 715.8], [68640.1, 704.1], [68587.7, 707.9], [68566.3, 709.6], [68544.8, 711.6], [68523.6, 713.9], [68502.0, 716.6], [68454.0, 724.0], [68430.2, 727.6], [68406.6, 730.4], [68394.9, 731.4], [68383.2, 732.1], [68371.6, 732.5], [68360.1, 732.4], [68334.4, 730.4], [68321.7, 728.8], [68308.7, 726.8], [68295.9, 724.5], [68283.0, 722.0], [68253.5, 715.9], [68223.7, 709.6], [68193.8, 703.9], [68191.3, 703.5], [68186.9, 702.7], [68180.4, 701.6], [68177.1, 711.5], [68177.0, 712.0], [68176.5, 713.3], [68172.7, 723.3], [68170.6, 728.1], [68168.3, 732.7], [68165.7, 737.2], [68162.9, 741.3], [68154.9, 750.2], [68150.4, 754.1], [68145.6, 757.8], [68140.5, 761.2], [68135.3, 764.2], [68127.1, 767.9], [68118.4, 771.0], [68114.0, 772.3], [68109.6, 773.4], [68100.4, 775.5], [68091.2, 777.1], [68081.9, 778.4], [68071.5, 779.4], [68061.2, 780.3], [68050.7, 781.0], [68044.7, 781.3], [68037.9, 781.6], [68023.0, 782.3], [68019.5, 794.3], [68016.7, 804.4], [68014.1, 815.0], [68012.2, 823.9], [68010.5, 832.9], [68009.1, 841.8], [68007.4, 853.3], [68005.9, 864.7], [68004.7, 876.4], [68003.7, 887.5], [68002.9, 898.6], [68002.3, 909.0], [68001.3, 924.6], [68000.5, 939.6], [68000.0, 954.7], [67999.8, 970.2], [67999.9, 985.8], [68000.0, 1000.0]]","0, 180",M0003
L0003,s000101,1,"[[68000.0, 2000.0], [68000.0, 1967.6], [67860.0, 1967.6], [67860.0, 2000.0], [68000.0, 2000.0]]","0, 180",M0003
